"State","year","mean_no2","mean_o3","mean_so2","mean_co"
"Nevada",2003,2.34559442771084,0.0413860060240964,0.0139934728915663,0.00242947891566265
"Nevada",2010,22.3421667,0.0182294,0.4304355,0.2896734
"Nevada",2011,16.6658802356164,0.0268863726027397,0.502221683561644,0.295885973972603
"Nevada",2012,14.1473475222222,0.0315721888888889,0.374382493055556,0.257559909722222
"Nevada",2013,16.2355307710145,0.0281168463768116,0.499728731884058,0.3059823
"Nevada",2014,13.5417354450867,0.0314904595375723,0.374275559248555,0.275246
"Nevada",2015,13.3054970620032,0.0314962321144674,0.39295069872814,0.268538705882353
"Nevada",2016,17.4208151538462,0.0226411666666667,0.379369506410256,0.323220608974359
"New Hampshire",2002,9.98933605978261,0.0305681684782609,1.11062165217391,0.279515548913043
"New Hampshire",2003,9.36833237356322,0.0289513103448276,1.32339872988506,0.336582833333333
"New Hampshire",2004,9.76845323913044,0.0268984239130435,2.35611683152174,0.256235644021739
"New Hampshire",2005,9.14654713432836,0.0263012935323383,3.0066285920398,0.456763975124378
"New Hampshire",2006,7.33327681142857,0.0285694914285714,1.51904301714286,0.349451674285714
"New Hampshire",2007,7.62177113586957,0.0286041630434783,1.24465949456522,0.459521866847826
"New Hampshire",2008,7.21996908791209,0.0277786043956044,1.32605509340659,0.507567282967033
"New Hampshire",2009,8.22515785046729,0.0222976317757009,1.48252203084112,0.372491459813084
"New Hampshire",2010,7.66857066791045,0.0296119664179104,0.973383332089552,0.442154098880597
"New Hampshire",2014,4.44231702298851,0.0256345172413793,0.913755327586207,0.189928781609195
"New Hampshire",2015,3.3202604301676,0.0299513547486034,0.829106308659218,0.183941029329609
"New Hampshire",2016,4.29424594915254,0.0316509661016949,0.818882152542373,0.208974855932203
"New Jersey",2000,20.5221819093445,0.0202805327754533,6.27791082914923,0.584839765690377
"New Jersey",2001,23.1205701722644,0.0223878537378115,5.7368115092091,0.616985230769231
"New Jersey",2002,24.0746839535559,0.0231808113207547,5.42797785123367,0.583847998548621
"New Jersey",2003,23.6989873664122,0.0211607251908397,6.68517011832061,0.648055250636132
"New Jersey",2004,19.2408719526542,0.0219339067431851,5.6056662374462,0.51808225251076
"New Jersey",2005,19.8568270177606,0.0239235783783784,4.92306931737452,0.467070599227799
"New Jersey",2006,17.4759288885794,0.0244643426183844,3.9079021086351,0.37701930362117
"New Jersey",2007,18.0069375713282,0.0241644891075193,3.65782097329585,0.286540611384399
"New Jersey",2008,15.7152904589552,0.0262596604477612,3.27372114365672,0.23712002238806
"New Jersey",2011,21.0352921522989,0.0222859827586207,1.95548642528736,0.358829824712644
"New Jersey",2012,15.6091143261589,0.0255785529801325,1.18216606456954,0.283360090231788
"New Jersey",2013,15.236753,0.0242761220527046,0.541156068654646,0.277709178918169
"New Jersey",2014,16.0812691796657,0.0236926949860724,0.590643168523677,0.279191563370474
"New Jersey",2015,15.0230801959184,0.024570387755102,0.292289215646258,0.284219843537415
"New Mexico",2011,13.4067951329562,0.0327168528995757,0.404033633663366,0.20552209476662
"New Mexico",2012,13.742087632312,0.0319654679665738,0.646937076601671,0.184376419220056
"New Mexico",2013,11.7707440027894,0.0330605941422594,0.789340518828452,0.214931436541144
"New Mexico",2014,11.6141803351878,0.030883371349096,0.535529991655077,0.220872081363004
"New Mexico",2015,11.1827525198864,0.0298499204545455,0.686619964488636,0.229498055397727
"New York",2000,23.1671911774708,0.0212515286928799,7.18232800159405,0.46246908554729
